City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Kalach-Na-Donu,RU,2021-11-22 21:25:43,48.691,43.5264,40.32,83,100,4.36
297,Warrington,GB,2021-11-22 21:27:17,53.3925,-2.5802,44.49,91,0,2.3
298,Inta,RU,2021-11-22 21:27:17,66.0317,60.1659,2.25,97,100,6.93
299,Bundaberg,AU,2021-11-22 21:27:17,-24.85,152.35,71.22,97,75,1.01
300,Kantang,TH,2021-11-22 21:27:18,7.4054,99.5156,76.5,92,98,3.71
301,Saint George,US,2021-11-22 21:22:54,37.1041,-113.5841,67.53,20,1,3.0
302,Clyde River,CA,2021-11-22 21:27:18,70.4692,-68.5914,14.23,92,90,13.8
303,Vostok,RU,2021-11-22 21:27:19,46.4856,135.8833,8.76,90,99,12.64
304,Nanortalik,GL,2021-11-22 21:27:19,60.1432,-45.2371,23.9,81,100,11.81
305,Ossora,RU,2021-11-22 21:27:19,59.2353,163.0719,19.31,94,100,15.66
306,Asau,RO,2021-11-22 21:27:20,46.4333,26.4,46.4,69,100,1.05
307,Marang,MY,2021-11-22 21:27:20,5.2056,103.2059,76.91,87,100,1.12
308,Namibe,AO,2021-11-22 21:27:20,-15.1961,12.1522,69.91,74,4,3.53
309,San Ignacio,BZ,2021-11-22 21:27:21,17.1561,-89.0714,78.94,83,40,0.0
310,Verkhoyansk,RU,2021-11-22 21:27:21,67.5447,133.385,-25.29,100,90,2.39
311,Vila Franca Do Campo,PT,2021-11-22 21:27:22,37.7167,-25.4333,66.2,88,99,12.15
312,Sabang,ID,2021-11-22 21:27:22,5.8933,95.3214,81.16,75,100,6.69
313,Slave Lake,CA,2021-11-22 21:27:22,55.2834,-114.769,31.98,86,40,5.75
314,Laguna,US,2021-11-22 21:23:56,38.421,-121.4238,72.1,65,1,1.01
315,Longyearbyen,SJ,2021-11-22 21:27:23,78.2186,15.6401,3.04,66,20,13.8
316,Pisco,PE,2021-11-22 21:22:47,-13.7,-76.2167,66.25,82,90,5.75
317,Cartagena,CO,2021-11-22 21:27:24,10.3997,-75.5144,85.62,74,75,5.75
318,Alofi,NU,2021-11-22 21:27:24,-19.0595,-169.9187,84.09,61,40,10.36
319,Keti Bandar,PK,2021-11-22 21:27:25,24.1447,67.4497,75.99,43,0,7.78
320,Qiongshan,CN,2021-11-22 21:27:25,20.0058,110.3542,66.18,82,75,8.95
321,Ulladulla,AU,2021-11-22 21:27:26,-35.35,150.4667,65.88,75,100,1.28
322,Mrakovo,RU,2021-11-22 21:27:26,52.7161,56.6244,29.41,95,100,16.6
323,Aswan,EG,2021-11-22 21:27:26,24.0934,32.907,63.7,42,0,10.36
324,Clovis,US,2021-11-22 21:25:48,36.8252,-119.7029,78.12,24,0,1.61
325,Pacific Grove,US,2021-11-22 21:27:27,36.6177,-121.9166,79.14,29,1,1.01
326,Novikovo,RU,2021-11-22 21:27:27,51.1537,37.8879,32.9,75,100,5.19
327,Cururupu,BR,2021-11-22 21:27:28,-1.8283,-44.8683,79.54,75,57,4.59
328,Lluta,PE,2021-11-22 21:27:28,-16.0147,-72.0142,57.47,42,95,8.84
329,Njombe,TZ,2021-11-22 21:27:28,-9.3333,34.7667,56.59,73,65,1.28
330,Kinsale,IE,2021-11-22 21:27:29,51.7075,-8.5306,38.57,93,20,10.36
331,Aksu,CN,2021-11-22 21:27:29,41.1231,80.2644,28.06,54,14,0.36
332,Gameza,CO,2021-11-22 21:27:29,5.8026,-72.8059,56.75,82,97,3.27
333,Micheweni,TZ,2021-11-22 21:27:30,-4.9667,39.8333,79.14,81,100,7.9
334,Linxia,CN,2021-11-22 21:27:30,35.6003,103.2064,29.75,40,0,1.88
335,Caravelas,BR,2021-11-22 21:27:31,-17.7125,-39.2481,69.04,93,100,6.6
336,Sedona,US,2021-11-22 21:27:31,34.8697,-111.761,72.59,18,1,3.0
337,Belyy Yar,RU,2021-11-22 21:27:31,53.6039,91.3903,21.09,78,0,4.47
338,Poum,NC,2021-11-22 21:27:32,-20.2333,164.0167,77.72,70,100,3.42
339,Altay,CN,2021-11-22 21:27:32,47.8667,88.1167,19.4,78,85,5.64
340,Qujing,CN,2021-11-22 21:27:32,25.4833,103.7833,40.5,95,100,3.49
341,Dunedin,NZ,2021-11-22 21:24:07,-45.8742,170.5036,51.98,78,98,5.41
342,Limbang,MY,2021-11-22 21:27:33,4.75,115.0,80.91,98,98,2.13
343,Flinders,AU,2021-11-22 21:27:33,-34.5833,150.8552,66.79,84,100,6.2
344,Witu,KE,2021-11-22 21:27:34,-2.3889,40.4382,82.56,87,100,7.34
345,Tashtyp,RU,2021-11-22 21:27:34,52.7939,89.8983,19.81,92,45,5.37
346,Yerofey Pavlovich,RU,2021-11-22 21:27:34,53.9667,121.9667,-0.09,80,100,3.44
347,Hofn,IS,2021-11-22 21:27:35,64.2539,-15.2082,46.33,94,100,29.46
348,Hovd,MN,2021-11-22 21:27:35,48.0056,91.6419,24.46,32,100,8.01
349,Stratford,US,2021-11-22 21:26:31,41.1845,-73.1332,50.99,68,75,8.05
350,Skibbereen,IE,2021-11-22 21:27:36,51.55,-9.2667,39.0,85,0,6.33
351,Zahesi,GE,2021-11-22 21:27:36,41.8246,44.7536,42.51,63,3,3.94
352,Chitral,PK,2021-11-22 21:27:36,35.8462,71.7858,43.56,35,0,9.01
353,Port Keats,AU,2021-11-22 21:27:37,-14.25,129.55,84.06,78,46,8.59
354,San-Pedro,CI,2021-11-22 21:27:37,4.7485,-6.6363,77.52,87,50,5.12
355,Dryden,CA,2021-11-22 21:27:37,49.7833,-92.7503,14.29,79,75,6.91
356,Berlevag,NO,2021-11-22 21:27:38,70.8578,29.0864,24.75,80,75,16.11
357,Mareeba,AU,2021-11-22 21:27:38,-17.0,145.4333,81.32,84,19,1.88
358,Buala,SB,2021-11-22 21:27:39,-8.145,159.5921,81.93,81,97,10.04
359,Victor Harbor,AU,2021-11-22 21:27:39,-35.5667,138.6167,70.47,50,100,8.66
360,Nekhayevskiy,RU,2021-11-22 21:27:39,50.4106,41.7561,33.53,70,100,5.06
361,The Valley,AI,2021-11-22 21:23:35,18.217,-63.0578,82.26,74,40,9.22
362,Senador Jose Porfirio,BR,2021-11-22 21:27:40,-2.5908,-51.9542,82.35,72,82,1.72
363,Gornoye Loo,RU,2021-11-22 21:27:40,43.7129,39.6049,46.18,70,0,6.91
364,Paracuru,BR,2021-11-22 21:27:41,-3.41,-39.0306,82.42,79,81,12.28
365,Kirakira,SB,2021-11-22 21:27:41,-10.4544,161.9205,84.0,72,51,9.19
366,Geraldton,AU,2021-11-22 21:27:41,-28.7667,114.6,57.61,82,3,8.05
367,Grindavik,IS,2021-11-22 21:27:42,63.8424,-22.4338,41.47,65,75,18.41
368,Ginda,IN,2021-11-22 21:27:42,30.6945,78.4932,47.46,20,0,7.76
369,Kaele,CM,2021-11-22 21:27:43,10.1092,14.4508,82.53,22,69,5.53
370,Brae,GB,2021-11-22 21:27:43,60.3964,-1.353,48.11,79,100,20.62
371,Port Arthur,CN,2021-11-22 21:27:43,38.8,121.2667,34.02,50,45,19.73
372,Santo Tomas,PH,2021-11-22 21:27:44,14.1079,121.1414,79.05,95,19,4.68
373,Nanfeng,CN,2021-11-22 21:27:44,23.7434,111.7959,52.77,64,99,3.47
374,Amuntai,ID,2021-11-22 21:27:44,-2.4177,115.2494,73.58,96,56,1.45
375,Tananger,NO,2021-11-22 21:27:45,58.9333,5.6,46.38,89,90,11.5
376,Beringovskiy,RU,2021-11-22 21:27:45,63.05,179.3167,-3.39,97,98,13.8
377,Izhevskoye,RU,2021-11-22 21:27:46,54.5567,40.8703,19.72,94,22,6.55
378,Sibolga,ID,2021-11-22 21:27:46,1.7427,98.7792,75.54,87,98,2.95
379,Urucara,BR,2021-11-22 21:27:46,-2.5364,-57.76,78.71,87,93,2.98
380,Baie-Comeau,CA,2021-11-22 21:25:32,49.2168,-68.1489,42.28,93,90,20.71
381,Bhakkar,PK,2021-11-22 21:27:47,31.6253,71.0657,63.1,18,0,0.47
382,Souillac,MU,2021-11-22 21:27:48,-20.5167,57.5167,73.78,83,40,2.3
383,Marogong,PH,2021-11-22 21:27:48,7.6667,124.15,71.58,91,74,3.83
384,Hopkinsville,US,2021-11-22 21:27:49,36.8656,-87.4886,42.82,58,100,1.99
385,Shingu,JP,2021-11-22 21:27:49,33.7333,135.9833,46.42,66,61,8.63
386,Shihezi,CN,2021-11-22 21:27:49,44.3,86.0333,28.69,50,100,4.36
387,Dindori,IN,2021-11-22 21:27:50,22.95,81.0833,63.07,76,0,2.42
388,Constantine,DZ,2021-11-22 21:27:50,36.365,6.6147,51.21,71,40,6.91
389,Saint-Pierre,RE,2021-11-22 21:27:50,-21.3393,55.4781,73.08,64,0,4.61
390,Valleyview,CA,2021-11-22 21:27:51,55.0667,-117.2859,35.64,80,92,16.11
391,Umtata,ZA,2021-11-22 21:27:51,-31.5889,28.7844,59.22,94,100,5.91
392,Los Llanos De Aridane,ES,2021-11-22 21:27:51,28.6585,-17.9182,65.95,81,20,5.99
393,Abu Dhabi,AE,2021-11-22 21:24:29,24.4667,54.3667,77.02,84,0,3.44
394,Riyadh,SA,2021-11-22 21:27:52,24.6877,46.7219,71.74,34,41,7.87
395,Cordele,US,2021-11-22 21:27:52,31.9635,-83.7824,65.75,72,75,5.75
396,Farim,GW,2021-11-22 21:27:53,12.4839,-15.2217,82.69,44,47,3.65
397,Chernogorsk,RU,2021-11-22 21:27:53,53.8236,91.2842,20.77,79,0,4.47
398,Kadhan,PK,2021-11-22 21:24:07,24.481,68.9859,72.95,12,0,5.93
399,Saint-Georges,GD,2021-11-22 21:27:54,12.0564,-61.7485,83.88,70,20,18.41
400,Andenes,NO,2021-11-22 21:27:54,69.3143,16.1194,30.18,80,75,18.41
401,Cloquet,US,2021-11-22 21:26:02,46.7216,-92.4594,25.99,63,70,6.91
402,Sanford,US,2021-11-22 21:27:55,28.8006,-81.2731,75.9,76,1,1.99
403,Aden,YE,2021-11-22 21:27:55,12.7794,45.0367,79.79,70,12,9.35
404,Siirt,TR,2021-11-22 21:24:08,37.9326,41.9403,47.52,64,0,1.59
405,Tuni,IN,2021-11-22 21:27:56,17.35,82.55,75.63,91,19,3.13
406,Fomboni,KM,2021-11-22 21:27:56,-12.28,43.7425,80.51,76,15,11.07
407,Valky,UA,2021-11-22 21:27:57,49.8387,35.6207,33.66,67,100,5.97
408,Bonavista,CA,2021-11-22 21:27:57,48.6499,-53.1147,42.12,83,21,12.53
409,Jalu,LY,2021-11-22 21:27:57,29.0331,21.5482,63.99,46,6,10.45
410,Kewanee,US,2021-11-22 21:27:58,41.2456,-89.9248,37.78,22,74,10.89
411,Catuday,PH,2021-11-22 21:27:58,16.2923,119.8062,79.63,83,30,8.05
412,Kaeo,NZ,2021-11-22 21:27:58,-35.1,173.7833,71.33,73,34,4.23
413,Gorontalo,ID,2021-11-22 21:27:59,0.5412,123.0595,74.97,93,80,2.98
414,Marabba,SD,2021-11-22 21:25:09,12.35,32.1833,79.38,18,63,13.31
415,Necochea,AR,2021-11-22 21:27:59,-38.5473,-58.7368,62.04,62,0,23.24
416,Mehamn,NO,2021-11-22 21:28:00,71.0357,27.8492,24.71,73,40,9.22
417,Kaoma,ZM,2021-11-22 21:28:00,-14.7833,24.8,65.59,91,82,2.8
418,Padang,ID,2021-11-22 21:28:00,-0.9492,100.3543,76.44,81,100,3.11
419,Cidreira,BR,2021-11-22 21:28:01,-30.1811,-50.2056,72.93,72,0,12.57
420,Lahaina,US,2021-11-22 21:28:01,20.8783,-156.6825,83.44,71,5,6.4
421,Northam,GB,2021-11-22 21:28:02,51.0333,-4.2167,44.02,83,11,8.19
422,Abha,SA,2021-11-22 21:28:02,18.2164,42.5053,60.62,55,0,0.0
423,Port Blair,IN,2021-11-22 21:28:02,11.6667,92.75,81.12,81,28,7.76
424,Hambantota,LK,2021-11-22 21:28:03,6.1241,81.1185,77.34,100,85,5.75
425,Jalingo,NG,2021-11-22 21:28:03,8.8833,11.3667,81.77,31,43,2.59
426,Tumen,CN,2021-11-22 21:28:04,42.9661,129.8425,18.88,57,95,20.42
427,Ciudad Ojeda,VE,2021-11-22 21:28:04,10.1964,-71.3082,85.23,66,100,3.18
428,Ambo,PE,2021-11-22 21:28:04,-10.1308,-76.2047,71.64,64,100,8.16
429,Yatou,CN,2021-11-22 21:28:05,37.15,122.3833,34.72,52,59,15.03
430,Yate,GB,2021-11-22 21:28:05,51.5407,-2.4184,40.68,90,100,1.01
431,De Aar,ZA,2021-11-22 21:28:05,-30.6497,24.0123,60.53,66,37,15.41
432,Disa,IN,2021-11-22 21:28:06,24.25,72.1667,72.57,38,0,6.17
433,Boende,CD,2021-11-22 21:28:06,-0.2167,20.8667,71.49,97,100,2.64
434,Xinzhou,CN,2021-11-22 21:28:07,38.4092,112.7333,24.73,25,0,1.05
435,Ambon,ID,2021-11-22 21:28:07,-3.6954,128.1814,71.74,94,40,4.61
436,Agnibilekrou,CI,2021-11-22 21:28:08,7.1344,-3.2047,75.15,70,28,3.15
437,Yuncheng,CN,2021-11-22 21:28:08,35.0231,110.9928,32.23,34,0,2.35
438,Bedesa,ET,2021-11-22 21:28:08,8.9,40.7833,60.53,51,23,4.7
439,Aykhal,RU,2021-11-22 21:28:09,66.0,111.5,-29.02,100,93,5.61
440,Sheffield,GB,2021-11-22 21:27:46,53.383,-1.4659,43.77,84,74,3.56
441,Winnemucca,US,2021-11-22 21:23:18,40.973,-117.7357,53.65,30,1,0.0
442,Shimoda,JP,2021-11-22 21:28:10,34.6667,138.95,51.1,62,100,21.68
443,Le Port,RE,2021-11-22 21:28:10,-20.9373,55.2919,73.4,89,36,4.0
444,Buraydah,SA,2021-11-22 21:28:10,26.326,43.975,63.05,52,3,10.49
445,Olinda,BR,2021-11-22 21:28:11,-8.0089,-34.8553,82.13,74,40,8.05
446,Koslan,RU,2021-11-22 21:28:11,63.4564,48.8989,19.85,96,100,4.7
447,Ulverstone,AU,2021-11-22 21:28:12,-41.15,146.1667,61.29,79,100,9.75
448,Tukrah,LY,2021-11-22 21:18:13,32.5341,20.5791,66.42,62,8,11.81
449,Kahului,US,2021-11-22 21:28:12,20.8947,-156.47,83.46,76,40,17.27
450,Valparai,IN,2021-11-22 21:28:13,10.3667,76.9667,62.37,96,83,2.06
451,Bay Roberts,CA,2021-11-22 21:18:24,47.5999,-53.2648,37.44,84,44,7.43
452,Chiang Khong,TH,2021-11-22 21:28:14,20.2613,100.4046,70.12,87,47,1.95
453,Dalbandin,PK,2021-11-22 21:28:14,28.8947,64.4101,56.68,18,0,6.82
454,Mubi,NG,2021-11-22 21:28:14,10.2676,13.2644,78.22,26,41,4.41
455,Iralaya,HN,2021-11-22 21:28:15,15.0,-83.2333,84.29,70,7,11.07
456,Sambava,MG,2021-11-22 21:28:15,-14.2667,50.1667,75.85,84,57,6.11
457,Kloulklubed,PW,2021-11-22 21:18:27,7.0419,134.2556,82.36,77,100,12.97
458,Mayo,US,2021-11-22 21:28:16,38.8876,-76.5119,51.3,45,1,7.0
459,Tuatapere,NZ,2021-11-22 21:28:16,-46.1333,167.6833,54.81,61,37,1.28
460,Cam Ranh,VN,2021-11-22 21:28:16,11.9214,109.1591,78.76,73,75,13.8
461,Kendallville,US,2021-11-22 21:28:17,41.4414,-85.265,35.91,55,40,11.5
462,Talnakh,RU,2021-11-22 21:28:17,69.4865,88.3972,4.91,95,100,9.24
463,Mount Isa,AU,2021-11-22 21:28:18,-20.7333,139.5,78.57,25,92,4.61
464,Kenai,US,2021-11-22 21:28:18,60.5544,-151.2583,8.15,84,1,0.0
465,Axim,GH,2021-11-22 21:28:18,4.8699,-2.2405,79.45,84,45,5.68
466,Caraballeda,VE,2021-11-22 21:28:19,10.6112,-66.8522,84.27,74,20,5.75
467,Warud,IN,2021-11-22 21:28:19,21.4667,78.2667,73.29,73,43,3.2
468,Taoudenni,ML,2021-11-22 21:28:20,22.6783,-3.9836,82.45,30,97,7.0
469,Ponta Delgada,PT,2021-11-22 21:28:20,37.7333,-25.6667,66.51,88,20,11.5
470,High Level,CA,2021-11-22 21:28:20,58.5169,-117.136,12.31,92,90,3.44
471,Baykit,RU,2021-11-22 21:28:21,61.67,96.37,11.07,95,100,4.65
472,Chapais,CA,2021-11-22 21:28:22,49.7834,-74.8492,13.78,84,100,14.05
473,Noumea,NC,2021-11-22 21:28:22,-22.2763,166.4572,79.0,99,98,5.19
474,Komsomolskiy,UZ,2021-11-22 21:28:24,40.4272,71.7189,38.62,64,0,2.3
475,Vila Velha,BR,2021-11-22 21:28:09,-20.3297,-40.2925,73.35,73,75,1.99
476,Atar,MR,2021-11-22 21:28:25,20.5169,-13.0499,82.85,35,100,7.58
477,Fairbanks,US,2021-11-22 21:24:42,64.8378,-147.7164,3.16,60,90,16.11
478,Torrington,US,2021-11-22 21:28:25,41.8007,-73.1212,46.15,72,100,5.99
479,Tiznit,MA,2021-11-22 21:28:26,29.5833,-9.5,59.77,58,40,2.21
480,Yingcheng,CN,2021-11-22 21:28:26,30.95,113.55,39.25,29,99,1.14
481,Salaya,IN,2021-11-22 21:28:26,22.3167,69.6,80.58,52,28,7.29
482,Nome,US,2021-11-22 21:26:46,64.5011,-165.4064,6.87,47,1,11.5
483,Ahipara,NZ,2021-11-22 21:28:27,-35.1667,173.1667,66.74,68,35,11.48
484,Senneterre,CA,2021-11-22 21:28:27,48.3835,-77.2328,14.22,87,100,11.56
485,Tommot,RU,2021-11-22 21:28:28,58.9564,126.2925,-9.31,92,100,3.53
486,La Ronge,CA,2021-11-22 21:28:28,55.1001,-105.2842,17.85,79,90,10.36
487,Pitimbu,BR,2021-11-22 21:28:29,-7.4706,-34.8086,81.19,71,90,11.34
488,Otane,NZ,2021-11-22 21:28:29,-39.8833,176.6333,61.02,74,59,5.1
489,Hosanagara,IN,2021-11-22 21:28:30,13.9167,75.0667,68.54,96,3,2.82
490,Sartana,UA,2021-11-22 21:28:30,47.1744,37.6927,47.86,25,100,5.1
491,Kavaratti,IN,2021-11-22 21:28:30,10.5669,72.642,80.55,78,62,6.93
492,Coahuayana,MX,2021-11-22 21:28:31,18.7333,-103.6833,90.88,53,5,6.76
493,Westport,US,2021-11-22 21:24:52,41.1415,-73.3579,49.75,66,75,3.0
494,Luena,AO,2021-11-22 21:28:31,-11.7833,19.9167,63.0,96,100,3.58
495,Basco,PH,2021-11-22 21:28:33,20.4487,121.9702,77.05,77,99,32.77
496,Sembe,CG,2021-11-22 21:28:33,1.6481,14.5806,74.41,79,68,2.3
497,Bokoro,TD,2021-11-22 21:28:33,12.3807,17.0568,83.14,20,77,9.37
498,Rosa Zarate,EC,2021-11-22 21:28:34,0.3333,-79.4667,81.36,64,93,6.55
499,Anadyr,RU,2021-11-22 21:28:34,64.75,177.4833,-10.7,77,66,6.71
500,Nikki,BJ,2021-11-22 21:28:35,9.9401,3.2108,78.24,23,65,3.42
501,Oyama,JP,2021-11-22 21:28:35,36.3,139.8,57.58,66,99,5.21
502,Porto Santo,PT,2021-11-22 21:28:35,33.072,-16.3415,68.38,88,40,8.05
503,Binzhou,CN,2021-11-22 21:28:36,37.3667,118.0167,29.95,47,0,7.07
504,Sept-Iles,CA,2021-11-22 21:23:59,50.2001,-66.3821,43.32,97,90,5.99
505,Bathsheba,BB,2021-11-22 21:28:36,13.2167,-59.5167,83.01,69,40,14.97
506,Semey,KZ,2021-11-22 21:28:37,50.4111,80.2275,29.28,85,100,18.72
507,Lasa,IT,2021-11-22 21:28:37,46.6166,10.7002,41.88,92,97,3.74
508,Doctor Arroyo,MX,2021-11-22 21:28:38,23.6667,-100.1833,68.88,44,91,3.36
509,Ola,RU,2021-11-22 21:28:38,59.5833,151.2833,5.14,82,34,13.09
510,Matara,LK,2021-11-22 21:28:38,5.9485,80.5353,75.78,88,92,3.4
511,San Felipe,VE,2021-11-22 21:28:39,10.3399,-68.7425,78.28,88,51,5.08
512,Roald,NO,2021-11-22 21:28:39,62.5833,6.1333,45.91,81,75,8.05
513,Kuryk,KZ,2021-11-22 21:28:39,43.2,51.65,49.1,65,0,7.96
514,Samagaltay,RU,2021-11-22 21:28:40,50.6022,95.0047,7.83,75,100,1.32
515,Karaton,ID,2021-11-22 21:28:40,-6.3424,106.1045,81.95,94,97,5.03
516,Marsh Harbour,BS,2021-11-22 21:28:41,26.5412,-77.0636,78.37,76,0,15.64
517,Palmer,US,2021-11-22 21:28:41,42.1584,-72.3287,46.47,60,100,1.01
518,Raudeberg,NO,2021-11-22 21:28:41,61.9875,5.1352,42.19,91,99,3.0
519,Bogorodskoye,RU,2021-11-22 21:28:42,56.55,37.8833,17.91,93,78,8.3
520,Nelson Bay,AU,2021-11-22 21:28:42,-32.7167,152.15,66.25,94,88,1.99
521,Manama,BH,2021-11-22 21:24:36,26.2154,50.5832,80.35,74,0,8.05
522,Turayf,SA,2021-11-22 21:28:43,31.6725,38.6637,50.25,100,0,4.61
523,Kundla,IN,2021-11-22 21:28:43,21.3333,71.3,78.98,69,7,4.47
524,Adre,TD,2021-11-22 21:28:43,13.4667,22.2,72.03,22,67,11.59
525,Banjar,ID,2021-11-22 21:28:44,-8.19,114.9675,78.66,91,34,2.28
526,Rawson,AR,2021-11-22 21:28:44,-43.3002,-65.1023,53.74,50,60,18.05
527,Rio Grande,BR,2021-11-22 21:24:14,-32.035,-52.0986,89.71,58,27,8.14
528,Takoradi,GH,2021-11-22 21:28:45,4.8845,-1.7554,79.56,84,64,7.16
529,Tahoua,NE,2021-11-22 21:28:45,14.8888,5.2692,84.18,20,0,6.91
530,Nhulunbuy,AU,2021-11-22 21:25:14,-12.2333,136.7667,81.21,78,32,0.0
531,Sivaki,RU,2021-11-22 21:28:46,52.6333,126.75,11.52,91,100,16.69
532,Ribas Do Rio Pardo,BR,2021-11-22 21:24:42,-20.4431,-53.7592,87.21,52,11,5.17
533,Egvekinot,RU,2021-11-22 21:28:47,66.3167,-179.1667,-8.1,80,3,10.83
534,Barra,BR,2021-11-22 21:28:48,-11.0894,-43.1417,86.23,42,96,5.48
535,Salmas,IR,2021-11-22 21:28:48,38.1973,44.7653,36.59,69,1,2.35
536,Jati,PK,2021-11-22 21:28:49,24.3539,68.2671,73.17,13,1,4.72
537,Pong,TH,2021-11-22 21:26:11,19.1493,100.2752,70.14,94,28,1.41
538,Kusatsu,JP,2021-11-22 21:28:49,35.0167,135.9667,46.83,74,12,9.13
539,Leh,IN,2021-11-22 21:28:50,34.1667,77.5833,14.77,51,0,4.07
540,Petrolina,BR,2021-11-22 21:27:18,-9.3986,-40.5008,91.45,43,20,5.75
541,Plettenberg Bay,ZA,2021-11-22 21:28:50,-34.0527,23.3716,61.32,90,100,9.53
542,Mandiana,GN,2021-11-22 21:28:51,10.6333,-8.6833,78.31,25,42,4.7
543,Bani Walid,LY,2021-11-22 21:28:51,31.7566,13.9942,64.24,60,5,8.34
544,Kalabo,ZM,2021-11-22 21:28:51,-14.97,22.6814,68.9,79,100,3.85
545,Wabrzezno,PL,2021-11-22 21:28:52,53.2799,18.9477,37.09,87,79,5.82
546,Ajaccio,FR,2021-11-22 21:28:52,42.0,8.9167,51.85,93,75,9.22
547,Provost,CA,2021-11-22 21:28:53,52.3501,-110.2683,38.62,83,100,8.52
548,Tilichiki,RU,2021-11-22 21:28:53,60.4667,166.1,2.14,90,100,10.25
549,Lata,PT,2021-11-22 21:28:53,40.1629,-8.3327,48.81,78,2,0.67
550,Bernalda,IT,2021-11-22 21:28:54,40.4128,16.692,57.76,96,5,4.41
551,Prince Rupert,CA,2021-11-22 21:28:54,54.3161,-130.3201,44.29,76,90,12.66
552,Teguldet,RU,2021-11-22 21:28:55,57.3064,88.1667,31.41,76,100,17.69
553,Yakymivka,UA,2021-11-22 21:28:55,46.6897,35.1536,50.32,84,100,2.73
554,Pierre,US,2021-11-22 21:28:56,44.3683,-100.351,55.85,35,83,1.01
555,Poya,NC,2021-11-22 21:28:56,-21.35,165.15,80.55,67,100,2.42
556,Menongue,AO,2021-11-22 21:28:57,-14.6585,17.691,62.82,75,97,3.78
557,Baherden,TM,2021-11-22 21:28:57,38.4362,57.4316,55.74,42,87,4.7
558,Calamar,CO,2021-11-22 21:28:57,10.2511,-74.9146,85.95,70,100,3.51
559,Doka,SD,2021-11-22 21:28:58,13.5167,35.7667,81.18,39,33,12.19
560,Salta,AR,2021-11-22 21:28:58,-24.7859,-65.4117,91.99,28,40,4.0
561,Esso,RU,2021-11-22 21:28:58,55.9333,158.7,15.01,97,97,3.8
